name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Toyota Innova Crysta 2.4 ZX MT,2016,674000.0,27000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.51 bhp,343Nm@ 1400-2800rpm,7.0
Honda WR-V i-DTEC VX,2017,310000.0,39000,Diesel,Dealer,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,136000.0,64000,Petrol,Dealer,Automatic,First Owner,16.05 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,336000.0,42000,Diesel,Dealer,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Honda Brio 1.2 VX MT,2012,38000.0,45000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
Tata Harrier XZ,2019,908000.0,15000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67 bhp,350Nm@ 1750-2500rpm,5.0
Mahindra TUV 300 mHAWK100 T8,2018,312000.0,55000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Ford Endeavour 3.0L 4X4 AT,2015,255000.0,64000,Diesel,Dealer,Automatic,First Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7.0
BMW 6 Series GT 630d Luxury Line,2018,2100000.0,27000,Diesel,Dealer,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,620Nm@ 2000-2500rpm,4.0
Maruti Ciaz Delta Automatic BSIV,2019,564000.0,15000,Petrol,Dealer,Automatic,First Owner,20.28 kmpl,1462 CC,103.25 bhp,138Nm@ 4400rpm,5.0
Volkswagen Polo GT TSI,2016,236000.0,69000,Petrol,Dealer,Automatic,First Owner,17.2 kmpl,1197 CC,103.6 bhp,175Nm@ 1500-4100rpm,5.0
Maruti Swift Dzire ZXI Plus BS IV,2017,233000.0,80000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,273000.0,60000,Diesel,Dealer,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
Hyundai Verna 1.6 SX CRDi (O),2017,368000.0,70000,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
Audi Q5 45 TDI quattro Technology,2015,486000.0,105000,Diesel,Dealer,Automatic,Second Owner,13.22 kmpl,2967 CC,241.4 bhp,580Nm@ 1400-3250rpm,5.0
Tata Bolt Quadrajet XE,2016,133000.0,100000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
Mahindra Bolero 2011-2019 Plus Non AC,2011,38000.0,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0
Maruti Alto LX BSIII,2009,30000.0,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Tata Hexa XM,2018,455000.0,35000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
Mahindra TUV 300 mHAWK100 T8,2018,287000.0,11500,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Mahindra TUV 300 T6 Plus AMT,2015,124000.0,40000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Renault KWID 1.0 RXL,2018,91000.0,50000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Hyundai Elantra S,2016,282000.0,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0
Hyundai Grand i10 Asta,2015,97000.0,55380,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,949000.0,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,284000.0,11000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0
Honda Jazz 1.2 V AT i VTEC,2015,115000.0,50000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Jeep Compass 2.0 Longitude Option BSIV,2018,557000.0,80000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
Skoda Rapid 1.6 MPI AT Elegance,2016,226000.0,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
Jaguar XF Diesel,2015,500000.0,13500,Diesel,Dealer,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,600Nm@ 2000rpm,5.0
Mercedes-Benz CLA 200 CGI Sport,2018,892000.0,18000,Petrol,Dealer,Automatic,First Owner,15.04 kmpl,1991 CC,183 bhp,300Nm@ 1200-4000rpm,5.0
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,945000.0,16000,Petrol,Dealer,Automatic,First Owner,14.74 kmpl,1991 CC,181.04 bhp,300Nm@ 1200-1400rpm,5.0
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,228000.0,18816,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,612000.0,33019,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0
Honda City V AT,2017,324000.0,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0
Toyota Glanza V CVT,2019,492000.0,9654,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Maruti Alto K10 VXI,2011,30000.0,11000,Petrol,Dealer,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Maruti Swift VXI,2012,34000.0,24300,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,534000.0,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0
Maruti Ciaz S 1.3,2017,284000.0,47747,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,359000.0,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0
BMW 3 Series 320d Luxury Line,2016,752000.0,30000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,182000.0,70000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8.0
Tata Indica V2 DLX BSIII,2016,105000.0,60000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1405 CC,48.21 bhp,85Nm@ 2500rpm,5.0
Maruti Zen LXi - BS III,2004,30000.0,80000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
Hyundai i20 Era 1.2,2015,98000.0,45900,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Honda Amaze S i-Dtech,2013,85000.0,70000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Maruti Alto LXi,2011,30000.0,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Mahindra Scorpio SLE BSIV,2013,93000.0,90000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Maruti Alto LXi BSIII,2010,30000.0,105000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Hyundai Elite i20 Diesel Sportz,2018,262000.0,30000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5.0
Maruti Wagon R VXI BS IV with ABS,2011,30000.0,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Hyundai i10 Sportz,2011,30000.0,80000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
Maruti Wagon R VXI,2004,30000.0,90000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Chevrolet Spark 1.0,2010,30000.0,80000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
Maruti 800 Std,2004,30000.0,120000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Honda BRV i-DTEC V MT,2019,605000.0,50000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,949000.0,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
Lexus ES 300h,2019,2832000.0,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
Jaguar XF 2.0 Diesel Portfolio,2017,1120000.0,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
Tata Safari Storme EX,2015,91000.0,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
Volvo XC40 D4 Inscription BSIV,2019,2090000.0,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
Toyota Camry 2.5 Hybrid,2016,700000.0,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
Maruti Wagon R LXI,2013,45000.0,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Maruti Baleno Alpha 1.3,2018,259000.0,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Honda Jazz VX,2016,192000.0,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,142000.0,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
Maruti Swift AMT VVT VXI,2019,358000.0,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Toyota Etios VX,2017,219000.0,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0
Maruti Swift AMT ZXI,2018,210000.0,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,158000.0,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0
BMW X4 M Sport X xDrive20d,2019,2970000.0,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,3025000.0,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,428000.0,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0
Skoda Rapid 1.6 MPI AT Elegance,2016,226000.0,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
Volvo V40 D3 R-Design,2018,866000.0,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
Hyundai Xcent 1.1 CRDi S,2016,126000.0,80000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
Tata New Safari DICOR 2.2 EX 4x2,2011,30000.0,120000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
Maruti Alto 800 LXI Anniversary Edition,2014,48000.0,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Swift VDI,2011,32000.0,70000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Mahindra KUV 100 mFALCON D75 K6,2016,126000.0,130000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
Renault Lodgy Stepway 85PS RXZ 8S,2017,280000.0,50000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,316000.0,80000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Maruti Swift VDI,2013,54000.0,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Alto 800 LXI,2020,193000.0,5000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,186000.0,59000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,5.0
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,66000.0,100000,Diesel,Individual,Manual,Third Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7.0
Hyundai Sonata 2.4L AT,2008,30000.0,50000,Petrol,Individual,Automatic,First Owner,11.0 kmpl,2359 CC,165 bhp,"23.6@ 4,250(kgm@ rpm)",5.0
Renault KWID RXT,2016,84000.0,45000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
Maruti Swift Dzire VDi,2010,30000.0,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Maruti Wagon R LXI Minor,2008,30000.0,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
Maruti Vitara Brezza ZDi Plus,2016,283000.0,100000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Maruti Ertiga VDI,2014,98000.0,110000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,722000.0,24000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,332000.0,25000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Hyundai EON Magna Plus,2013,40000.0,68697,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Maruti Swift VDI Optional,2017,231000.0,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Honda Amaze VX i-DTEC,2013,84000.0,40000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,30000.0,29000,Petrol,Individual,Manual,First Owner,16.5 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5.0
Chevrolet Beat Diesel LS,2013,35000.0,68000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
Honda Amaze S CVT i-VTEC,2018,262000.0,15000,Petrol,Individual,Automatic,First Owner,18.1 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Maruti Ritz VDi,2014,85000.0,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0
Toyota Corolla Altis D-4D G,2015,142000.0,126000,Diesel,Individual,Manual,Third Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
Toyota Innova 2.5 V Diesel 7-seater,2011,71000.0,300000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
Honda Mobilio RS i DTEC,2015,124000.0,94000,Diesel,Individual,Manual,Second Owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0
Toyota Corolla Altis D-4D J,2015,140000.0,129000,Diesel,Individual,Manual,Third Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
Hyundai i10 Magna 1.1L,2010,30000.0,55000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,478000.0,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Tata Manza Aura (ABS) Quadrajet BS IV,2011,30000.0,50000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0
Hyundai i20 1.2 Asta Option,2017,220000.0,25000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Toyota Corolla H2,2008,30000.0,60000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0
Maruti Alto 800 LXI,2016,110000.0,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Tata Indigo CR4,2011,30000.0,70000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0
Maruti Swift Dzire VDI,2014,104000.0,120000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Fiat Punto 1.3 Emotion,2009,30000.0,153000,Diesel,Individual,Manual,Second Owner,,,,,
Maruti Vitara Brezza VDi,2018,289000.0,35000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Tata Safari Storme VX,2016,228000.0,60000,Diesel,Individual,Manual,Second Owner,14.1 kmpl,2179 CC,148 bhp,320Nm@ 1700-2700rpm,7.0
Honda City 1.3 EXI,2004,30000.0,62000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1343 CC,90 bhp,11.3kgm@ 4700rpm,5.0
Skoda Fabia 1.2 MPI Ambition,2011,30000.0,120000,Petrol,Individual,Manual,Second Owner,16.25 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0
Tata Venture LX 7 Str,2013,30000.0,120000,Diesel,Individual,Manual,Third Owner,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7.0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,226000.0,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Hyundai i20 1.4 Sportz,2017,223000.0,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
BMW 5 Series 525d,2010,100000.0,60000,Diesel,Individual,Automatic,First Owner,16.73 kmpl,1995 CC,218 bhp,450Nm@ 1750-2500rpm,5.0
Maruti Alto K10 2010-2014 VXI,2010,30000.0,80000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Force One SX ABS 7 Seating,2014,100000.0,147279,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2200 CC,139.01 bhp,321Nm@ 1600-2400rpm,7.0
Skoda Rapid 1.6 TDI Ambition Plus,2013,86000.0,98000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5.0
Maruti Swift Dzire VDI,2018,262000.0,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
Maruti Swift Dzire AMT ZDI,2016,233000.0,90000,Diesel,Individual,Automatic,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Tata Nano XTA,2016,77000.0,22000,Petrol,Individual,Automatic,First Owner,21.9 kmpl,624 CC,37.48 bhp,51Nm@ 4000rpm,4.0
Tata Indica V2 eLX,2014,30000.0,120000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Chevrolet Sail Hatchback Diesel,2013,43000.0,100000,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5.0
Tata Indigo CS LX (TDI) BS III,2008,30000.0,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
Maruti Swift Dzire VDI,2014,120000.0,70000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Mahindra XUV500 W10 2WD,2015,200000.0,24700,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Chevrolet Spark 1.0 LS,2008,30000.0,100000,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
Maruti Ignis 1.2 Delta BSIV,2019,275000.0,10000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Mahindra XUV500 W10 2WD,2017,366000.0,88754,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Ford Fiesta 1.6 SXI ABS Duratec,2011,32000.0,53287,Petrol,Dealer,Manual,First Owner,,,,,
Mahindra XUV500 W6 2WD,2017,402000.0,43526,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Skoda Fabia 1.2 MPI Ambition Plus,2012,32000.0,55885,Petrol,Dealer,Manual,First Owner,16.25 kmpl,1198 CC,75 bhp,110Nm@ 3750rpm,5.0
Ford Ecosport 1.5 Diesel Titanium,2019,523000.0,16034,Diesel,Dealer,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5.0
Ford Figo Diesel EXI,2012,30000.0,156040,Diesel,Dealer,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Ford Endeavour 2.5L 4X2 MT,2004,38000.0,93415,Diesel,Dealer,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7.0
BMW 5 Series 520d,2008,99000.0,122000,Diesel,Individual,Automatic,Second Owner,18.48 kmpl,1995 CC,177 bhp,"35.7@ 1,750-3,000(kgm@ rpm)",5.0
Maruti Baleno Delta 1.3,2017,210000.0,20000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Swift VVT VXI,2017,178000.0,46000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Skoda Rapid 1.6 MPI Active BSIV,2016,138000.0,50000,Petrol,Individual,Manual,Third Owner,15.41 kmpl,1598 CC,103.2 bhp,153Nm@ 3750-3800rpm,5.0
Maruti Wagon R VXI,2018,164000.0,5000,Petrol,Individual,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Maruti Alto 800 LX Optional,2017,88000.0,42000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Chevrolet Spark 1.0 LT,2011,30000.0,68519,Petrol,Dealer,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,498000.0,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Ford Figo Diesel ZXI,2011,30000.0,85000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Maruti Swift Dzire VXi,2012,30000.0,88000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Maruti 800 Uniq,2010,30000.0,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0 kmpl,796 CC,37.5 bhp,"6@ 2,500(kgm@ rpm)",5.0
Maruti Swift Dzire VXI,2014,76000.0,100000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Tata Tiago XT,2018,158000.0,22966,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 CC,84.48 bhp,113Nm@ 3300rpm,5.0
Mahindra Bolero 2011-2019 SLX,2014,88000.0,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
